,Mobile_name,Details,Price,Reviews,Num_Ratings,Num_Reviews
117,"POCO M6 5G (Galactic Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹9,499",4.3,"8,391 Ratings ", 575 Reviews
118,"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹7,499",4.3,"2,00,330 Ratings "," 11,508 Reviews"
119,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP + 2MP | 8MP Front Camera6000 mAh Lithium Ion BatteryExynos 850 Processor1 Year Warranty Provided By the Manufacturer from Date of Purchase,"₹7,499",4.3,"2,00,330 Ratings "," 11,508 Reviews"
120,"Nothing Phone (2) (Dark Grey, 512 GB)",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50 MP(OIS) +50MP | 32MP Front Camera4700 mAh Lithium ion BatteryQualcomm Snapdragon 8+ Gen 1 ProcessorLTPO AMOLED (1 Hz - 120 Hz)1 Year Manufacturing Warranty,"₹38,999",4.4,"11,570 Ratings "," 1,473 Reviews"
121,"REDMI Note 13 Pro 5G (Coral Purple, 128 GB)",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5100 mAh Battery7s Gen 2 Mobile Platform 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹25,999",4.3,"5,655 Ratings ", 672 Reviews
122,"OnePlus Nord CE 3 Lite 5G (Chromatic Gray, 128 GB)",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display108MP Rear Camera5000 mAh BatteryDomestic Warranty of 12 months on phone & 6 months on accessories,"₹19,133",4.4,"52,811 Ratings "," 3,705 Reviews"
123,"POCO M6 Pro 5G (Power Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999",4.2,"7,026 Ratings ", 580 Reviews
124,"POCO C65 (Pastel Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + AI Lens + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹7,499",4.2,"6,564 Ratings ", 511 Reviews
125,"POCO X6 Pro 5G (Spectre Black, 512 GB)",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹28,999",4.4,"1,887 Ratings ", 358 Reviews
126,"POCO X6 Pro 5G (Yellow, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹26,999",4.2,"2,281 Ratings ", 458 Reviews
127,"Infinix SMART 8 (Shiny Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories,"₹7,099",4.3,"3,873 Ratings ", 353 Reviews
128,"Infinix HOT 30i (Glacier Blue, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories,"₹9,499",4.2,"1,43,901 Ratings "," 8,129 Reviews"
129,"Infinix SMART 8 (Rainbow Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories,"₹7,099",4.3,"3,873 Ratings ", 353 Reviews
130,SAMSUNG GURU MUSIC 2,8 MB RAM | 0 GB ROM | Expandable Upto 16 GB5.08 cm (2 inch) QVGA Display0MP | 0MP Front Camera800 mAh Battery0 0 0 208MHz Processor1 Year Manufacturer's Warranty,"₹1,295",3.9,"5,892 Ratings ", 460 Reviews
131,"Infinix Note 30 5G (Magic Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories,"₹14,999",4.1,"4,182 Ratings ", 440 Reviews
132,"Infinix HOT 30i (Diamond White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories,"₹9,499",4.2,"1,43,901 Ratings "," 8,129 Reviews"
133,"Infinix SMART 8 HD (Shiny Gold, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,"₹6,399",4.3,"16,907 Ratings "," 1,456 Reviews"
134,"Infinix SMART 8 HD (Galaxy White, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,"₹6,399",4.3,"16,907 Ratings "," 1,456 Reviews"
135,SAMSUNG Guru Music 2,NA ROM | Expandable Upto 16 GB5.08 cm (2 inch) QVGA Display0MP Front Camera800 mAh BatteryNA 0 Single Core 208MHz ProcessorNo Warranty,"₹1,340",4.2,"2,21,127 Ratings "," 20,059 Reviews"
136,SAMSUNG Guru Music 2,NA ROM5.08 cm (2 inch) NA Display800 mAh Battery1 Year Manufacturer Warranty,"₹1,424",4.2,"2,21,127 Ratings "," 20,059 Reviews"
137,"Apple iPhone 14 Plus (Blue, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","₹65,999",4.6,"61,595 Ratings "," 3,640 Reviews"
138,"Apple iPhone 15 Plus (Black, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","₹82,999",4.6,"3,015 Ratings ", 319 Reviews
139,"REDMI A2 (Aqua Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,980",4.2,"19,694 Ratings "," 1,126 Reviews"
140,"REDMI 12 (Jade Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹10,499",4.2,"38,578 Ratings "," 2,720 Reviews"
141,"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹33,999",4.5,635 Ratings , 99 Reviews
142,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹33,999",4.5,635 Ratings , 99 Reviews
143,"Infinix SMART 8 HD (Timber Black, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display13MP + AI Lens | 8MP Front Camera5000 mAh BatteryT606 Processor1 Year on Handset and 6 Months on Accessories,"₹6,399",4.3,"16,907 Ratings "," 1,456 Reviews"
144,"REDMI 12 (Jade Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹10,499",4.2,"38,578 Ratings "," 2,720 Reviews"
145,"Apple iPhone 15 Plus (Black, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","₹82,999",4.6,"3,015 Ratings ", 319 Reviews
146,"realme 12 Pro+ 5G (Submarine Blue, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹31,999",4.5,"2,525 Ratings ", 517 Reviews
147,"realme 12 Pro+ 5G (Navigator Beige, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹31,999",4.5,"2,525 Ratings ", 517 Reviews
148,"REDMI 12 5G (Moonstone Silver, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999",4.2,"9,303 Ratings ", 689 Reviews
149,"Motorola Edge 40 (Nebula Green, 256 GB)",8 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4400 mAh BatteryDimensity 8020 ProcessorVegan Leather1 Year Handset and 6 Months Accessories,"₹26,999",4.3,"73,779 Ratings "," 8,192 Reviews"
150,"realme 12 Pro+ 5G (Submarine Blue, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 64MP | 32MP Front Camera5000 mAh BatterySnapdragon 7s Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"₹29,999",4.5,"2,525 Ratings ", 517 Reviews
151,"Infinix HOT 30i (Mirror Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories,"₹9,499",4.2,"1,43,901 Ratings "," 8,129 Reviews"
152,"Infinix SMART 8 (Timber Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories,"₹7,099",4.3,"3,873 Ratings ", 353 Reviews
153,"Infinix SMART 8 (Galaxy White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 8MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year on Handset and 6 Months on Accessories,"₹7,099",4.3,"3,873 Ratings ", 353 Reviews
154,"realme Narzo N53 (Feather Black, 128 GB)",6 GB RAM | 128 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh BatteryDomestic 1 Year on Handset and 6 Months on Accessories,"₹10,990",4.2,"4,483 Ratings ", 229 Reviews
155,"POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,"₹4,999",4,"1,80,462 Ratings "," 10,048 Reviews"
156,"Motorola Edge 40 (Eclipse Black, 256 GB)",8 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera4400 mAh BatteryDimensity 8020 ProcessorVegan Leather1 Year Handset and 6 Months Accessories,"₹26,999",4.3,"73,779 Ratings "," 8,192 Reviews"
157,"Infinix Note 30 5G (Sunset Gold, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories,"₹14,999",4.2,"81,906 Ratings "," 8,925 Reviews"
158,"Infinix Note 30 5G (Interstellar Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories,"₹14,999",4.2,"81,906 Ratings "," 8,925 Reviews"
159,"Infinix Note 30 5G (Magic Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.22 cm (6.78 inch) Full HD+ Display108 MP + 2 MP+ AI Lens | 16MP Front Camera5000 mAh Li-ion Polymer BatteryDimensity 6080 Processor1 Year on Handset and 6 Months on Accessories,"₹14,999",4.2,"81,906 Ratings "," 8,925 Reviews"
160,"REDMI A2 (Sea Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹6,827",4.2,"19,694 Ratings "," 1,126 Reviews"
161,"POCO M6 5G (Galactic Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,499",4.3,"5,924 Ratings ", 368 Reviews
162,"REDMI 12 5G (Pastel Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999",4.3,"18,156 Ratings "," 1,180 Reviews"
163,"Motorola G32 (Satin Silver, 128 GB)",8 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Full HD+ Display50MP + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 680 Processor1 Year on Handset and 6 Months on Accessories,"₹9,999",4.1,"1,10,720 Ratings "," 9,254 Reviews"
164,"REDMI 12 5G (Jade Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹12,999",4.3,"18,156 Ratings "," 1,180 Reviews"
165,"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)",6 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display64MP Rear Camera | 16MP Front Camera5000 mAh Battery12 months,"₹17,689",4.4,"1,52,256 Ratings "," 10,447 Reviews"
166,"realme 11x 5G (Purple Dawn, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹14,999",4.4,"1,15,836 Ratings "," 7,373 Reviews"
167,SAMSUNG Guru Music 2,NA ROM5.08 cm (2 inch) NA Display800 mAh Battery0 0 0 208MHz ProcessorNo Warranty,"₹1,320",4.2,"2,21,127 Ratings "," 20,059 Reviews"
168,"REDMI Note 12 Pro 5G (Glacier Blue, 128 GB)",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹21,999",4.2,"54,473 Ratings "," 5,140 Reviews"
169,"realme 11 5G (Glory Black, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹17,999",4.3,"54,772 Ratings "," 4,310 Reviews"
170,"realme 11 5G (Glory Gold, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹17,999",4.3,"54,772 Ratings "," 4,310 Reviews"
171,"POCO X6 Pro 5G (Spectre Black, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹26,999",4.2,"2,281 Ratings ", 458 Reviews
172,"REDMI 13c 5G (Startrail Silver, 256 GB)",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"₹14,075",4.2,812 Ratings , 61 Reviews
173,"realme C53 (Champion Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"₹10,999",4.4,"1,01,937 Ratings "," 4,640 Reviews"
174,"Motorola e13 (Creamy White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories,"₹6,499",4.1,"94,544 Ratings "," 7,427 Reviews"
175,SAMSUNG Guru 1200,153 MB RAM | 153 MB ROM3.81 cm (1.5 inch) Display800 mAh Battery0 0 0 0 Processor ProcessorNO Warranty,"₹1,189",3.9,"9,877 Ratings ", 681 Reviews
176,"Apple iPhone 14 (Blue, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories","₹66,999",4.6,"2,75,992 Ratings "," 10,824 Reviews"
